,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
591,NYGovCuomo,"Father, fisherman, motorcycle enthusiast, 56th Governor of New York",New York,622,2636012,29328,108,"⚠️Brooklyn residents in these ZIPs⚠️

Today is the last day appointments are reserved exclusively for you at the Medgar Evers vax site.

Starting tomorrow, appointments will open up to all eligible Brooklyn residents.

Secure your appointment today: https://t.co/hMGurROgmB https://t.co/Dcs5Nu39kD",[],2021-02-26 18:25:01
592,harshameghadri,"Bioinformatics PhD student at MHH-DZL-BREATH.  Idiopathic-pulmonary fibrosis, transcriptomics, scRNA-seq, Drug repurposing. He/Him. #bitcoin (lol)","Hanover, Lower Saxony",1984,524,1713,0,"6hrs later I have no symptoms of side effects whatsoever. Just a bit of pain at the site of injection, which is normal... #GetVaccinated #AstraZeneca #COVID19Vaccine #EndThisPandemic.","['GetVaccinated', 'AstraZeneca', 'COVID19Vaccine', 'EndThisPandemic']",2021-02-26 18:24:43
593,kathleen914,half good half bad half boi | she/her or they/them,,863,136,14367,0,My dad got his second #COVID19Vaccine shot yesterday and has had a sore arm and a bit of fatigue. I’m so happy to know he’s now protected from this awful illness.,['COVID19Vaccine'],2021-02-26 18:24:25
594,pierrelemoine88,Member of @PeoplesPCa and @VaccineChoiceCA @NML_Canada #Bitcoin,Canada,1008,177,1337,0,"#FDA Says #JohnsonAndJohnson #COVID19Vaccine ‘Safe,’ Emergency Approval Expected Within Days
https://t.co/2zuDCgHNoA","['FDA', 'JohnsonAndJohnson', 'COVID19Vaccine']",2021-02-26 18:24:05
595,jeffash26,"Writer/editor for @BayCareClinic. Progressive. 40+ years in the news biz. Record digger. Packers/local historian. Dad to @evanthevoice, wed to @evansmom. Peace.","Green Bay, Wisconsin",597,683,33155,0,For Wisconsin residents seeking the #COVID19Vaccine https://t.co/9GmHjI6O81,['COVID19Vaccine'],2021-02-26 18:24:04
596,irelandstable,Welcome to @irelandstable Food & beverage Photography. Columnist 2016-2017 for Travel Ireland  @traveliremag. Specialist buyer food & beverage at @MortonsDublin,Dublin,1501,1436,1307,0,"97.8% of our population need to be vaccinated.
Are we to early to send our children back to school 
The cases are increasingly getting high again 
@HSEImm @FineFail @FineGael @greenparty_ie #COVID19Vaccine #COVID19 #lockdown #ireland https://t.co/91bHopKUzP","['COVID19Vaccine', 'COVID19', 'lockdown', 'ireland']",2021-02-26 18:23:52
597,Johncon96281270,Not a damn thing,,19,0,53,0,#COVID19Vaccine in Pennsylvania is impossible to get. The distribution is close to the worst in the country. I’m 74 with COPD and can’t get a shot. Noticed that our politicians got them but that’s par for this course. I’m done. Can’t spend all day looking 4 shot. It’s useless,['COVID19Vaccine'],2021-02-26 18:23:41
598,Graeme876,"Commercial Agent, Diver, Sailor, Arsenal Supporter. ☝🏻live and let live.",Jamaica,22,2,16,0,@AndrewHolnessJM How about no curfews or better yet news on when we will be getting our vaccine? #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 18:23:18
599,monikabauman,"Working in GP practice. Interested in health and well-being. I love travel, good food and good book.","Cork, Ireland",156,64,694,1,Fantastic day vaccinating our patients over 85 today. We even managed to squeeze few over 80’s 😀 @HSELive #COVID19Vaccine https://t.co/al923w6hgj,['COVID19Vaccine'],2021-02-26 18:22:23
600,RAW_WritingNook,Independent poet and writer.  Creativity and imagination are my things. A fan of the Performing Arts. Possessor of many hidden talents and interests.,"Springville, UT",341,245,2138,0,First steps taken. 2/4 of family are now vaccinated with another now eligible as of yesterday. #COVID19Vaccine #Utah #progress,"['COVID19Vaccine', 'Utah', 'progress']",2021-02-26 18:22:17
601,AmazingDouglass,I’m getting too old for this shit.,"East Rochester, NY",14574,13248,106599,0,@seanhannity There’s a big difference from “doom and gloom“ to remaining vigilant so that we can defeat the virus. Period. #COVID19 #COVID19Vaccine,"['COVID19', 'COVID19Vaccine']",2021-02-26 18:22:02
602,ViscoLewis,"Professor of History. Twitter interests: history, museums, grunge music, graphic novels, stop factory farming. 🌬❄️","California, USA",2859,975,3515,0,"#COVID19Vaccine: make sure to move your arm with gentle stretching motions throughout that day, starting right after the shot. I didn’t for shot 1, and did for shot 2, huge difference! Confirm advice with your vaccinator, as I’m not a healthcare worker, just my experience 😊 https://t.co/dZwP5MS9Ue",['COVID19Vaccine'],2021-02-26 18:21:47
603,VIAwesome,We're a Vancouver news and lifestyle publication that celebrates our city and keeps you in the know,Vancouver,65,156619,119341,3,"Canada has a third vaccine coming. The country will get around 24 million doses of AstraZeneca between April and September. #COVID19Vaccine 

https://t.co/xrLPGDsJ4v",['COVID19Vaccine'],2021-02-26 18:21:33
604,SameerSpeakss,"#Positive #Learner #Observer #GIF❤
All Are Welcome 
#साथी_हाथ_बढ़ाना 🙋‍♂️",,1241,791,9731,0,"Ye Mera India 🇮🇳
       I ❤ My India 🇮🇳
#COVID19Vaccine #vaccine https://t.co/AUD9hadjkU","['COVID19Vaccine', 'vaccine']",2021-02-26 18:21:21
605,jrlpet92,"I’m a triplet which is kinda awesome, takes photos and draws also sometimes discusses tv/ film :)... follow me on Instagram if you want: jon_pettitt",,259,123,6962,1,Once again us Supermarket workers are forgotten when it comes to vaccines we come in to close contact with people every day in close environments and also suffer abuse. You clapped for us last year but now it seems we don’t matter. #COVID19Vaccine #COVID19 #retail #Tories,"['COVID19Vaccine', 'COVID19', 'retail', 'Tories']",2021-02-26 18:21:17
606,juliemwaters,"Director at Thomas, Carroll Group, wife,mother,nanny,auntie,godmother, career woman,domestic goddess (not!) & Bristol City FC supporter! Views are my own!",,796,599,6672,0,"Today was a good day, with a surprise phone call resulting in hubby having his #COVID19Vaccine 20 minutes later 💉💉",['COVID19Vaccine'],2021-02-26 18:21:13
607,KarenBRubin,"Karen Rubin is an eclectic Journalist/Photojournalist, Travel Writer and Political Columnist reporting on a global range of topics.",New York,277,400,43686,0,"#BidenAdministration has launched a whole-of-government effort to get more people vaccinated against #COVID19—increasing #COVID19Vaccine supply, vaccinators &amp; number of places to get vaccinated. Retail Pharmacy Prog to get 2.1MM doses. See:
https://t.co/rzXyIsvHZk #coronavirus https://t.co/ZCpkueiuO8","['BidenAdministration', 'COVID19', 'COVID19Vaccine', 'coronavirus']",2021-02-26 18:20:47
608,Lionhearted_ben,"Second year Medical Student. Openly transgender man and fighting medical inequities one step at a time. 

Atlanta is my love.","Atlanta, GA",50,67,2087,1,This South Asian trans medical student is fully vaccinated against #COVID19 today! #trans #ftm #medtwitter #transgender #transhealth #covid19vaccine https://t.co/8PXkzZrxzJ,"['COVID19', 'trans', 'ftm', 'medtwitter', 'transgender', 'transhealth', 'covid19vaccine']",2021-02-26 18:20:46
609,strasserorama,Doing my best to keep my sanity during these “interesting” times. Minion of the child overlord,"Taco-Town Washington, USA",1015,84,1762,0,Mom and Dad got their second Moderna vaccine yesterday and I don’t think I’ve been this happy since 3/1/2020 #Moderna #COVID19Vaccine,"['Moderna', 'COVID19Vaccine']",2021-02-26 18:20:30
610,Alw1971A,Miami Dolphins. England Cricket. LUFC. Wakefield. Yorkshire. UK,"West Yorkshire,England",60,306,5758,0,Covid Vaccine Tomorrow 💉 #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 18:19:43
611,LeonLazarus2,He/Him - Querying a speculative fiction YA novel. In production on a short story podcast about life in apartheid South Africa. #author #iamwriting,"San Diego, CA",2246,1774,1934,0,"My wife and children are #teachers, and they finally have vaccine appointments for tomorrow. I have had sleepless nights worrying about them. Now the waiting begins for my turn. I am happy to keep doing more of the same for another month or two, or three. #COVID19Vaccine #COVID19","['teachers', 'COVID19Vaccine', 'COVID19']",2021-02-26 18:19:37
612,PolitiFact,Home of the Truth-O-Meter and independent fact-checking. Part of @Poynter. Sign up for our newsletter: https://t.co/uj7NlGB468,"Washington, DC",7952,697321,52013,2,"How much of the stimulus bill goes to COVID-19 vaccines?
https://t.co/HnCXjHPt8I
#stimulus 
#COVID19Vaccine https://t.co/onoHL2Qonh","['stimulus', 'COVID19Vaccine']",2021-02-26 18:19:29
613,CarolineWall01,"property, film, fashion","London, England",181,102,45,0,Parents have got their second dose of the vaccine booked in for Wednesday. 11 and a 1/2 weeks after the first. Thought I was going to have to fight for them! All very happy! #COVID19Vaccine #seconddose,"['COVID19Vaccine', 'seconddose']",2021-02-26 18:19:19
614,LANKY65,,,116,13,315,0,Tomorrow is vaccination day after receiving call today. #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 18:18:47
615,MartinOKeeffee,Ireland/Spain/EU  Superforecaster,"Mairena del Aljarafe, España",3816,3326,36543,0,If you were allowed to purchase a #vaccine which one would you choose #COVID19Vaccine #COVID19,"['vaccine', 'COVID19Vaccine', 'COVID19']",2021-02-26 18:18:45
616,frankscarpitti,Honoured to represent the residents of Markham. Tweets from the Mayor of Markham & his office. Email: MayorScarpitti@markham.ca,"Markham, Ontario",329,8793,13565,2,"NOT FOR YOU! Vaccine centre at Cornell Community Centre is not for you unless you’re 80+ York Region resident. If you are, you MUST book an appointment ONLINE. Sign-up starts Monday at https://t.co/vMqLwzxnaO  #NoAppointmentNoShot | #COVID19Ontario https://t.co/v867WhTjM5","['NoAppointmentNoShot', 'COVID19Ontario']",2021-02-26 18:18:40
617,kbernyk,"inclusive feminist. fat positive. birth control aficionado. true crime enthusiast. now: @kickstarter. then: @NYCFirstLady, @reprorights. she/her/hers.","Brooklyn, NY",947,1320,8519,0,Update: this fat lady is vaxxxxxxxed. #COVID19Vaccine https://t.co/F8OgDAYNK2,['COVID19Vaccine'],2021-02-26 18:18:36
618,IvyLburgBville,"The official account for Ivy Tech - Lawrenceburg & Batesville. Follow us for news, events & happenings on campus! #IvyLburgBville #ImWithIvy","Indiana, USA",361,690,4501,3,"Our Lawrenceburg Nursing Students have had the experience with giving the #COVID19Vaccine in Batesville! Great job, students! #WeAreIvyTech #ImWithIvy #Nursing #IvyStillhere4U https://t.co/poujB6OoSZ","['COVID19Vaccine', 'WeAreIvyTech', 'ImWithIvy', 'Nursing', 'IvyStillhere4U']",2021-02-26 18:18:35
619,MStranslate,"Providing accurate, unbiased, easy to understand information about multiple sclerosis research and news worldwide https://t.co/7l2llZuwX1","Melbourne, Australia",3421,3502,3078,1,"Fantastic summary by Prof Amit Bar-Or (@Penn) on the potential impact of #MultipleSclerosis therapies on the effectiveness of the #COVID19Vaccine. While all treatments should be compatible with the vaccine, the timing may be important for some. #ACTRIMS #ACTRIMSForum https://t.co/IlrEay6BEB","['MultipleSclerosis', 'COVID19Vaccine', 'ACTRIMS', 'ACTRIMSForum']",2021-02-26 18:18:32
620,cinsum,"(She/her). Public health champion. Mom, wife, dog mom, foodie. Managing Director of Strategy & Public Affairs at @PrimaryCareDev. Views my own.","Brooklyn, NY",375,571,1136,0,"Many people still have questions about the #COVID19Vaccine. Explain the safety and efficacy of all available vaccines with the facts – plain and simple. Download and share these FAQs from the Public Health Communications Collaborative: 
https://t.co/sUUEgIRq8q",['COVID19Vaccine'],2021-02-26 18:18:26
621,Noiseinwreckage,Making a noise for reason,"North West, England",130,22,849,0,"@AnimalAid @CrueltyFreeIntl @TheVeganSociety @nytimes - this amoral article shows no compassion, kindness or gratitude for the abuse that #monkeys go through in #animalexperiments supporting development of #COVID19Vaccine   https://t.co/xNnqqmNVTr","['monkeys', 'animalexperiments', 'COVID19Vaccine']",2021-02-26 18:18:12
622,itslisamarie31,"Mum. Cancer survivor. Fibromyalgia sufferer. Have a sewing obsession, newly acquired gym habit and also a mild caffeine addiction",,331,517,1133,0,"Feel very lucky to have had this this afternoon....not feeling so lucky re the side effects that have started kicking in! 🤦🏼‍♀️ 
But still....they’re better than getting Covid! #COVID19Vaccine https://t.co/q3PCgdLOua",['COVID19Vaccine'],2021-02-26 18:17:57
623,sassygirlcanada,"Loving life & meeting people! Loves: NFL football, fitness, food, travel, & a glass of wine! I specialize in Communications & Event Planning. Brand specialist.","Kitchener, Ontario",2555,6466,181412,0,Awesome news!!! #COVID19Vaccine #COVID19 #wrawesome https://t.co/DFK72NAevc,"['COVID19Vaccine', 'COVID19', 'wrawesome']",2021-02-26 18:17:31
624,DanielleJacob91,Student Midwife at Bangor University #Passionate #Motivated #StudentMidwife,"Wales, United Kingdom",259,90,198,0,May not seem a lot but this symbolizes 630 people that have had there vaccines 💉. It’s such a privilege to be able to help protect people and is one step closer in getting back to normal 🌈 #midwife #COVID19Vaccine #PfizerVaccine https://t.co/gKJLN7tHCT,"['midwife', 'COVID19Vaccine', 'PfizerVaccine']",2021-02-26 18:17:29
625,PHGSU,"Advancing public health through education, research, and service. Urban Focus | Global Reach","Atlanta, Georgia",1682,2213,4164,1,"""Somehow, people think that, perhaps, zero risk is achievable. But I can’t think of anything that has zero risk,"" said #GSUPublicHealth's Dr. Richard Rothenberg, who spoke w/ @11AliveNews' @JonShirek re: report on #COVID19Vaccine side effects; most mild. https://t.co/1z5ZKZsavz https://t.co/BQVS4Tkf6F","['GSUPublicHealth', 'COVID19Vaccine']",2021-02-26 18:17:27
626,ohkath,,,91,57,2062,0,"@liamstack I worked for a pediatrician who used to tell parents ""the bigger the reaction the stronger the immunity"". #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:16:48
627,INSPECTOR_PHIL,(personal account) #publichealth #environmentalhealth #infectioncontrol #emergencypreparedness,"Ontario, Canada",1040,372,2267,1,Thanks to all those that assisted with the dry run today! So great to see everyone come together for #COVID19Vaccine rollout in our community. #YQG ✊ https://t.co/DQDKDN4BoX,"['COVID19Vaccine', 'YQG']",2021-02-26 18:16:46
628,Twittelmann,Health policy wonk; political junkie; voting rights advocate; good with knives; plays with her food a lot. Views are mine and mine alone.,"Baltimore, Maryland",764,160,1615,0,"Getting a vaccine in #Maryland should not be ""The Hunger Games."" There're 4 times as many white people as blacks getting the #COVID19Vaccine. #Healthequity  #VaccinEquity  https://t.co/3OPQWliuIO","['Maryland', 'COVID19Vaccine', 'Healthequity', 'VaccinEquity']",2021-02-26 18:16:44
629,kikikinkb,happy that 2020 is over,United States,91,30,278,0,@GovRonDeSantis why is Florida so behind the rest of the nation in #COVID19Vaccine ?  Indiana has everyone over 60 done already. Kentucky over 55. You have blood on your hands #RemoveRon,"['COVID19Vaccine', 'RemoveRon']",2021-02-26 18:16:24
630,samiya_ph,Speaker. Public Health Consultant. #HealthEquity is where Social justice meets Public Health. #SocialInnovation is how we make change happen. #BlackLivesMatter,"Toronto, Ontario",478,14160,6581,0,Check out this amazing video by @NWTAC  #NWT campaign! #FridayMotivation hoping we all get to #finishstrong #COVID19Vaccine #HealthEquity ❤️ https://t.co/jXj300Z2sA,"['NWT', 'FridayMotivation', 'finishstrong', 'COVID19Vaccine', 'HealthEquity']",2021-02-26 18:16:24
631,pfenech1,"Journalist, writer, photographer. Former magazine Features Editor. Always seeking opportunities. Sunderland lad living in the South. My views.","Cambridgeshire, UK",371,2036,26188,0,"Almost 20 million vaccinated!
Great work UK...
#COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:15:44
632,fanofprincephil,"Liberal. Was a royalist till 18 January 2020. May God bless Meghan, Harry & Archie. ‘Like’ is not endorsement. World Citizen 🇺🇳",,1516,1283,55009,0,"#CotedIvoire received first shipment of #COVID19Vaccine from COVAX. Great news! 

https://t.co/aRTchRiXMR","['CotedIvoire', 'COVID19Vaccine']",2021-02-26 18:15:34
